ID	geneID	p.adjust	symbols
GO_RESPONSE_TO_TRANSITION_METAL_NANOPARTICLE	4502/4493/4499/4494/4495/4501/898/6284/411/712/3077/6652/4489/4496/572/6279/3861/26/513/4017/54	0.0198644905720212	MT2A,MT1E,MT1M,MT1F,MT1G,MT1X,CCNE1,S100A13,ARSB,C1QA,HFE,SORD,MT1A,MT1H,BAD,S100A8,KRT14,AOC1,ATP5D,LOXL2,ACP5
GO_POSITIVE_REGULATION_OF_CELL_CELL_ADHESION	3109/8943/10859/3122/3127/3123/51744/8764/572/283234/857/7186/3117/3119/3118/3120/3113/3115/6504/5777/10288/2244/2243/2266/6363/6366/9093	0.0219181817158772	HLA-DMB,AP3D1,LILRB1,HLA-DRA,HLA-DRB5,HLA-DRB1,CD244,TNFRSF14,BAD,CCDC88B,CAV1,TRAF2,HLA-DQA1,HLA-DQB1,HLA-DQA2,HLA-DQB2,HLA-DPA1,HLA-DPB1,SLAMF1,PTPN6,LILRB2,FGB,FGA,FGG,CCL19,CCL21,DNAJA3
GO_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_CIRCULATING_IMMUNOGLOBULIN	716/715/51279/3127/3123/712/714/713/3119	0.022553054886814	C1S,C1R,C1RL,HLA-DRB5,HLA-DRB1,C1QA,C1QC,C1QB,HLA-DQB1
GO_RESPONSE_TO_ZINC_ION	4502/4493/4499/4494/4495/4501/4489/4496/6279/3861/54	0.022553054886814	MT2A,MT1E,MT1M,MT1F,MT1G,MT1X,MT1A,MT1H,S100A8,KRT14,ACP5
GO_HOMOPHILIC_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES	9746/57463/57717/56127/56126/56125/56124/56123/56122/56121/90952/56133/56131/26167/56130/56129/8832	0.0297204134677683	CLSTN3,AMIGO1,PCDHB16,PCDHB9,PCDHB10,PCDHB11,PCDHB12,PCDHB13,PCDHB14,PCDHB15,ESAM,PCDHB2,PCDHB4,PCDHB5,PCDHB6,PCDHB7,CD84
GO_CELLULAR_RESPONSE_TO_INTERFERON_GAMMA	4502/3122/3127/3123/3661/53840/85363/10346/7098/10475/3117/3119/3118/3120/3113/3115/6363/6366	0.0297204134677683	MT2A,HLA-DRA,HLA-DRB5,HLA-DRB1,IRF3,TRIM34,TRIM5,TRIM22,TLR3,TRIM38,HLA-DQA1,HLA-DQB1,HLA-DQA2,HLA-DQB2,HLA-DPA1,HLA-DPB1,CCL19,CCL21
GO_ANTIGEN_PROCESSING_AND_PRESENTATION	3112/6891/5696/6890/5698/3109/3108/8943/3122/3127/3123/64837/160/3077/9371/1173/5708/3117/3119/3118/3120/3111/3113/3115/11258/1509	0.0461575033755105	HLA-DOB,TAP2,PSMB8,TAP1,PSMB9,HLA-DMB,HLA-DMA,AP3D1,HLA-DRA,HLA-DRB5,HLA-DRB1,KLC2,AP2A1,HFE,KIF3B,AP2M1,PSMD2,HLA-DQA1,HLA-DQB1,HLA-DQA2,HLA-DQB2,HLA-DOA,HLA-DPA1,HLA-DPB1,DCTN3,CTSD
GO_DEFENSE_RESPONSE_TO_VIRUS	10859/4283/3627/3661/53840/85363/10346/27350/140564/200316/60489/54512/7098/200315/9582/55324/164668/8692/84166/7728	0.0461575033755105	LILRB1,CXCL9,CXCL10,IRF3,TRIM34,TRIM5,TRIM22,APOBEC3C,APOBEC3D,APOBEC3F,APOBEC3G,EXOSC4,TLR3,APOBEC3A,APOBEC3B,ABCF3,APOBEC3H,HYAL2,NLRC5,ZNF175
GO_POSITIVE_REGULATION_OF_LEUKOCYTE_CHEMOTAXIS	57402/4283/3627/6373/7423/3576/6372/2919/6374/2921/63940/6363/6366	0.0461575033755105	S100A14,CXCL9,CXCL10,CXCL11,VEGFB,IL8,CXCL6,CXCL1,CXCL5,CXCL3,GPSM3,CCL19,CCL21
GO_CELLULAR_RESPONSE_TO_CYTOKINE_STIMULUS	4502/4501/5696/5698/8651/3122/3127/3123/4283/3627/6373/29965/3661/8764/117854/53840/85363/10346/50506/53905/55611/572/7098/8795/8794/8793/8797/7186/5708/10475/3576/6372/2919/6374/2921/3117/3119/3118/3120/3113/3115/51330/1271/3590/583/2244/2243/8692/1154/54829/6363/6366/4824	0.0461575033755105	MT2A,MT1X,PSMB8,PSMB9,SOCS1,HLA-DRA,HLA-DRB5,HLA-DRB1,CXCL9,CXCL10,CXCL11,CDIP1,IRF3,TNFRSF14,TRIM6,TRIM34,TRIM5,TRIM22,DUOX2,DUOX1,OTUB1,BAD,TLR3,TNFRSF10B,TNFRSF10C,TNFRSF10D,TNFRSF10A,TRAF2,PSMD2,TRIM38,IL8,CXCL6,CXCL1,CXCL5,CXCL3,HLA-DQA1,HLA-DQB1,HLA-DQA2,HLA-DQB2,HLA-DPA1,HLA-DPB1,TNFRSF12A,CNTFR,IL11RA,BBS2,FGB,FGA,HYAL2,CISH,ASPN,CCL19,CCL21,NKX3-1
GO_PYRIMIDINE_NUCLEOSIDE_CATABOLIC_PROCESS	27350/200316/60489/200315/164668/9583	0.0461575033755105	APOBEC3C,APOBEC3F,APOBEC3G,APOBEC3A,APOBEC3H,ENTPD4
GO_REGULATION_OF_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN	3112/6891/6890/3077/3111	0.048776122929425	HLA-DOB,TAP2,TAP1,HFE,HLA-DOA
GO_REGULATION_OF_SYMBIOSIS_ENCOMPASSING_MUTUALISM_THROUGH_PARASITISM	27074/6891/6890/117854/85363/27350/140564/200316/60489/10318/572/858/857/200315/79139/84875/164668/10475/3576/7469/25920/128866/5034/5437/7023	0.0489131420706002	LAMP3,TAP2,TAP1,TRIM6,TRIM5,APOBEC3C,APOBEC3D,APOBEC3F,APOBEC3G,TNIP1,BAD,CAV2,CAV1,APOBEC3A,DERL1,PARP10,APOBEC3H,TRIM38,IL8,NELFA,NELFB,CHMP4B,P4HB,POLR2H,TFAP4
